gene_name,task,celltype,coeff
A2M-AS1,nonProlif_Proliferating,Proliferating,-0.0
ABCB1,nonProlif_Proliferating,Proliferating,-0.0
ABHD17A,nonProlif_Proliferating,Proliferating,-0.0
AC004585.1,nonProlif_Proliferating,Proliferating,-0.0
AC007240.1,nonProlif_Proliferating,Proliferating,-0.0
AC133644.2,nonProlif_Proliferating,Proliferating,-0.0
AC243960.1,nonProlif_Proliferating,Proliferating,-0.0
ACTG1,nonProlif_Proliferating,Proliferating,-0.0
ACTN1,nonProlif_Proliferating,Proliferating,-0.0
ADGRE5,nonProlif_Proliferating,Proliferating,-0.0
ADGRG1,nonProlif_Proliferating,Proliferating,-0.0
AHNAK,nonProlif_Proliferating,Proliferating,-0.0
AIF1,nonProlif_Proliferating,Proliferating,-0.0
AK5,nonProlif_Proliferating,Proliferating,-0.0
AKAP17A,nonProlif_Proliferating,Proliferating,-0.0
AKR1C3,nonProlif_Proliferating,Proliferating,-0.0
ALOX5AP,nonProlif_Proliferating,Proliferating,-0.0
ANK1,nonProlif_Proliferating,Proliferating,-0.0
ANP32B,nonProlif_Proliferating,Proliferating,-0.0
ANP32E,nonProlif_Proliferating,Proliferating,-0.0
ANXA1,nonProlif_Proliferating,Proliferating,-0.0
ANXA2,nonProlif_Proliferating,Proliferating,-0.0
AP002884.1,nonProlif_Proliferating,Proliferating,-0.0
AP3M2,nonProlif_Proliferating,Proliferating,-0.0
APBA2,nonProlif_Proliferating,Proliferating,-0.0
APMAP,nonProlif_Proliferating,Proliferating,-0.0
AQP3,nonProlif_Proliferating,Proliferating,-0.0
ARAP2,nonProlif_Proliferating,Proliferating,-0.0
ARID5B,nonProlif_Proliferating,Proliferating,-0.0
ARL4C,nonProlif_Proliferating,Proliferating,-0.0
ARMH1,nonProlif_Proliferating,Proliferating,-0.0
ARPC1B,nonProlif_Proliferating,Proliferating,-0.0
ARPC5L,nonProlif_Proliferating,Proliferating,-0.0
ATAD2,nonProlif_Proliferating,Proliferating,-0.0
ATP5MF,nonProlif_Proliferating,Proliferating,-0.0
ATXN1,nonProlif_Proliferating,Proliferating,-0.0
AURKB,nonProlif_Proliferating,Proliferating,-0.0
AUTS2,nonProlif_Proliferating,Proliferating,-0.0
B2M,nonProlif_Proliferating,Proliferating,-0.0
BCL11B,nonProlif_Proliferating,Proliferating,-0.0
BEX4,nonProlif_Proliferating,Proliferating,-0.0
BHLHE40,nonProlif_Proliferating,Proliferating,-0.0
BIRC3,nonProlif_Proliferating,Proliferating,-0.0
BTG1,nonProlif_Proliferating,Proliferating,-0.0
C12orf57,nonProlif_Proliferating,Proliferating,-0.0
C12orf75,nonProlif_Proliferating,Proliferating,-0.0
C1orf162,nonProlif_Proliferating,Proliferating,-0.0
C9orf16,nonProlif_Proliferating,Proliferating,-0.0
CALM1,nonProlif_Proliferating,Proliferating,-0.0
CAPG,nonProlif_Proliferating,Proliferating,-0.0
CAPZB,nonProlif_Proliferating,Proliferating,-0.0
CASK,nonProlif_Proliferating,Proliferating,-0.0
CCL3,nonProlif_Proliferating,Proliferating,-0.0
CCL4,nonProlif_Proliferating,Proliferating,-0.0
CCL4L2,nonProlif_Proliferating,Proliferating,-0.0
CCL5,nonProlif_Proliferating,Proliferating,-0.0
CCNB2,nonProlif_Proliferating,Proliferating,-0.0
CCR4,nonProlif_Proliferating,Proliferating,-0.0
CCR6,nonProlif_Proliferating,Proliferating,-0.0
CCR7,nonProlif_Proliferating,Proliferating,-0.0
CCR9,nonProlif_Proliferating,Proliferating,-0.0
CD160,nonProlif_Proliferating,Proliferating,-0.0
CD226,nonProlif_Proliferating,Proliferating,-0.0
CD247,nonProlif_Proliferating,Proliferating,-0.0
CD27,nonProlif_Proliferating,Proliferating,-0.0
CD300A,nonProlif_Proliferating,Proliferating,-0.0
CD38,nonProlif_Proliferating,Proliferating,-0.0
CD3E,nonProlif_Proliferating,Proliferating,-0.0
CD40LG,nonProlif_Proliferating,Proliferating,-0.0
CD44,nonProlif_Proliferating,Proliferating,-0.0
CD52,nonProlif_Proliferating,Proliferating,-0.0
CD69,nonProlif_Proliferating,Proliferating,-0.0
CD7,nonProlif_Proliferating,Proliferating,-0.0
CD74,nonProlif_Proliferating,Proliferating,-0.0
CD81,nonProlif_Proliferating,Proliferating,-0.0
CD84,nonProlif_Proliferating,Proliferating,-0.0
CD8A,nonProlif_Proliferating,Proliferating,-0.0
CD8B,nonProlif_Proliferating,Proliferating,-0.0
CD96,nonProlif_Proliferating,Proliferating,-0.0
CDC20,nonProlif_Proliferating,Proliferating,0.01116362995196313
CDC42SE2,nonProlif_Proliferating,Proliferating,-0.0
CDC45,nonProlif_Proliferating,Proliferating,-0.0
CDC6,nonProlif_Proliferating,Proliferating,-0.0
CDCA2,nonProlif_Proliferating,Proliferating,-0.0
CDCA5,nonProlif_Proliferating,Proliferating,-0.0
CDT1,nonProlif_Proliferating,Proliferating,0.0911002934712947
CEBPD,nonProlif_Proliferating,Proliferating,-0.0
CENPA,nonProlif_Proliferating,Proliferating,-0.0
CENPM,nonProlif_Proliferating,Proliferating,-0.0
CEP55,nonProlif_Proliferating,Proliferating,0.03068471396375913
CFAP36,nonProlif_Proliferating,Proliferating,-0.0
CFH,nonProlif_Proliferating,Proliferating,-0.0
CFL1,nonProlif_Proliferating,Proliferating,-0.0
CHI3L2,nonProlif_Proliferating,Proliferating,-0.0
CHST2,nonProlif_Proliferating,Proliferating,-0.0
CKAP2L,nonProlif_Proliferating,Proliferating,-0.0
CKS1B,nonProlif_Proliferating,Proliferating,-0.0
CLDND1,nonProlif_Proliferating,Proliferating,-0.0
CLEC11A,nonProlif_Proliferating,Proliferating,-0.0
CLEC2B,nonProlif_Proliferating,Proliferating,-0.0
CLIC1,nonProlif_Proliferating,Proliferating,-0.0
CLIC3,nonProlif_Proliferating,Proliferating,-0.0
CLSPN,nonProlif_Proliferating,Proliferating,0.21940889520347764
CMC1,nonProlif_Proliferating,Proliferating,-0.0
CMTM6,nonProlif_Proliferating,Proliferating,-0.0
COTL1,nonProlif_Proliferating,Proliferating,-0.0
COX4I1,nonProlif_Proliferating,Proliferating,-0.0
CR1,nonProlif_Proliferating,Proliferating,-0.0
CRTAM,nonProlif_Proliferating,Proliferating,-0.0
CST7,nonProlif_Proliferating,Proliferating,-0.0
CTLA4,nonProlif_Proliferating,Proliferating,-0.0
CTSA,nonProlif_Proliferating,Proliferating,-0.0
CTSC,nonProlif_Proliferating,Proliferating,-0.0
CTSD,nonProlif_Proliferating,Proliferating,-0.0
CTSH,nonProlif_Proliferating,Proliferating,-0.0
CTSW,nonProlif_Proliferating,Proliferating,-0.0
CX3CR1,nonProlif_Proliferating,Proliferating,-0.0
CXCR4,nonProlif_Proliferating,Proliferating,-0.0
CXXC5,nonProlif_Proliferating,Proliferating,-0.0
DAB2,nonProlif_Proliferating,Proliferating,-0.0
DDX24,nonProlif_Proliferating,Proliferating,-0.0
DDX5,nonProlif_Proliferating,Proliferating,-0.0
DEK,nonProlif_Proliferating,Proliferating,-0.0
DEPDC1,nonProlif_Proliferating,Proliferating,-0.0
DGKZ,nonProlif_Proliferating,Proliferating,-0.0
DIAPH3,nonProlif_Proliferating,Proliferating,-0.0
DLGAP5,nonProlif_Proliferating,Proliferating,0.06357873931535664
DNAJB1,nonProlif_Proliferating,Proliferating,-0.0
DNAJC9,nonProlif_Proliferating,Proliferating,-0.0
DPP4,nonProlif_Proliferating,Proliferating,-0.0
DSTN,nonProlif_Proliferating,Proliferating,-0.0
DTHD1,nonProlif_Proliferating,Proliferating,-0.0
DTL,nonProlif_Proliferating,Proliferating,-0.0
DUSP1,nonProlif_Proliferating,Proliferating,-0.0
DUSP2,nonProlif_Proliferating,Proliferating,-0.0
DUSP4,nonProlif_Proliferating,Proliferating,-0.0
DUT,nonProlif_Proliferating,Proliferating,-0.0
E2F1,nonProlif_Proliferating,Proliferating,0.13729138019922107
E2F3,nonProlif_Proliferating,Proliferating,-0.0
E2F8,nonProlif_Proliferating,Proliferating,-0.0
EEF1A1,nonProlif_Proliferating,Proliferating,-0.0
EFHD2,nonProlif_Proliferating,Proliferating,-0.0
EIF3E,nonProlif_Proliferating,Proliferating,-0.0
ELF1,nonProlif_Proliferating,Proliferating,-0.0
ELK3,nonProlif_Proliferating,Proliferating,-0.0
ELOVL5,nonProlif_Proliferating,Proliferating,-0.0
EOMES,nonProlif_Proliferating,Proliferating,-0.0
EPHA4,nonProlif_Proliferating,Proliferating,-0.0
EPHX2,nonProlif_Proliferating,Proliferating,-0.0
EPSTI1,nonProlif_Proliferating,Proliferating,-0.0
ERN1,nonProlif_Proliferating,Proliferating,-0.0
EVI2B,nonProlif_Proliferating,Proliferating,-0.0
EXO1,nonProlif_Proliferating,Proliferating,-0.0
F2R,nonProlif_Proliferating,Proliferating,-0.0
F5,nonProlif_Proliferating,Proliferating,-0.0
FAM111B,nonProlif_Proliferating,Proliferating,-0.0
FANK1,nonProlif_Proliferating,Proliferating,-0.0
FBXL16,nonProlif_Proliferating,Proliferating,-0.0
FCER1G,nonProlif_Proliferating,Proliferating,-0.0
FCGR3A,nonProlif_Proliferating,Proliferating,-0.0
FCMR,nonProlif_Proliferating,Proliferating,-0.0
FCRL3,nonProlif_Proliferating,Proliferating,-0.0
FCRL6,nonProlif_Proliferating,Proliferating,-0.0
FGFBP2,nonProlif_Proliferating,Proliferating,-0.0
FHIT,nonProlif_Proliferating,Proliferating,-0.0
FKBP11,nonProlif_Proliferating,Proliferating,-0.0
FKBP1A,nonProlif_Proliferating,Proliferating,-0.0
FOS,nonProlif_Proliferating,Proliferating,-0.0
FOSL2,nonProlif_Proliferating,Proliferating,-0.0
FOXP1,nonProlif_Proliferating,Proliferating,-0.0
FOXP3,nonProlif_Proliferating,Proliferating,-0.0
FRY,nonProlif_Proliferating,Proliferating,-0.0
FTL,nonProlif_Proliferating,Proliferating,-0.0
FXYD5,nonProlif_Proliferating,Proliferating,-0.0
FYB1,nonProlif_Proliferating,Proliferating,-0.0
FYN,nonProlif_Proliferating,Proliferating,-0.0
GADD45A,nonProlif_Proliferating,Proliferating,-0.0
GAPDH,nonProlif_Proliferating,Proliferating,-0.0
GATA3,nonProlif_Proliferating,Proliferating,-0.0
GBP2,nonProlif_Proliferating,Proliferating,-0.0
GBP5,nonProlif_Proliferating,Proliferating,-0.0
GCSAM,nonProlif_Proliferating,Proliferating,-0.0
GMFG,nonProlif_Proliferating,Proliferating,-0.0
GNAQ,nonProlif_Proliferating,Proliferating,-0.0
GNLY,nonProlif_Proliferating,Proliferating,-0.0
GPKOW,nonProlif_Proliferating,Proliferating,-0.0
GPR183,nonProlif_Proliferating,Proliferating,-0.0
GPR65,nonProlif_Proliferating,Proliferating,-0.0
GSTK1,nonProlif_Proliferating,Proliferating,-0.0
GYPC,nonProlif_Proliferating,Proliferating,-0.0
GZMA,nonProlif_Proliferating,Proliferating,-0.0
GZMB,nonProlif_Proliferating,Proliferating,-0.0
GZMH,nonProlif_Proliferating,Proliferating,-0.0
GZMK,nonProlif_Proliferating,Proliferating,-0.0
GZMM,nonProlif_Proliferating,Proliferating,-0.0
HAGHL,nonProlif_Proliferating,Proliferating,-0.0
HCST,nonProlif_Proliferating,Proliferating,-0.0
HELLS,nonProlif_Proliferating,Proliferating,-0.0
HJURP,nonProlif_Proliferating,Proliferating,-0.0
HLA-A,nonProlif_Proliferating,Proliferating,-0.0
HLA-C,nonProlif_Proliferating,Proliferating,-0.0
HLA-DMA,nonProlif_Proliferating,Proliferating,-0.0
HLA-DPA1,nonProlif_Proliferating,Proliferating,-0.0
HLA-DPB1,nonProlif_Proliferating,Proliferating,-0.0
HLA-DQA1,nonProlif_Proliferating,Proliferating,-0.0
HMGB2,nonProlif_Proliferating,Proliferating,-0.0
HMGN2,nonProlif_Proliferating,Proliferating,-0.0
HOPX,nonProlif_Proliferating,Proliferating,-0.0
ICA1,nonProlif_Proliferating,Proliferating,-0.0
ID2,nonProlif_Proliferating,Proliferating,-0.0
ID3,nonProlif_Proliferating,Proliferating,-0.0
IER2,nonProlif_Proliferating,Proliferating,-0.0
IFITM2,nonProlif_Proliferating,Proliferating,-0.0
IFNG,nonProlif_Proliferating,Proliferating,-0.0
IFNG-AS1,nonProlif_Proliferating,Proliferating,-0.0
IFNGR1,nonProlif_Proliferating,Proliferating,-0.0
IGFBP7,nonProlif_Proliferating,Proliferating,0.19319256612482305
IKZF2,nonProlif_Proliferating,Proliferating,-0.0
IKZF3,nonProlif_Proliferating,Proliferating,-0.0
IL10RA,nonProlif_Proliferating,Proliferating,-0.0
IL18R1,nonProlif_Proliferating,Proliferating,-0.0
IL2RA,nonProlif_Proliferating,Proliferating,-0.0
IL2RB,nonProlif_Proliferating,Proliferating,-0.0
IL32,nonProlif_Proliferating,Proliferating,-0.0
IL7R,nonProlif_Proliferating,Proliferating,-0.0
INPP4B,nonProlif_Proliferating,Proliferating,-0.0
ISG20,nonProlif_Proliferating,Proliferating,-0.0
ITGA1,nonProlif_Proliferating,Proliferating,-0.0
ITGB1,nonProlif_Proliferating,Proliferating,-0.0
ITGB2,nonProlif_Proliferating,Proliferating,-0.0
ITM2A,nonProlif_Proliferating,Proliferating,-0.0
ITM2B,nonProlif_Proliferating,Proliferating,-0.0
ITM2C,nonProlif_Proliferating,Proliferating,-0.0
JUNB,nonProlif_Proliferating,Proliferating,-0.0
KDSR,nonProlif_Proliferating,Proliferating,-0.0
KIF14,nonProlif_Proliferating,Proliferating,-0.0
KIF15,nonProlif_Proliferating,Proliferating,-0.0
KIF23,nonProlif_Proliferating,Proliferating,-0.0
KIF4A,nonProlif_Proliferating,Proliferating,-0.0
KIF5C,nonProlif_Proliferating,Proliferating,-0.0
KLF2,nonProlif_Proliferating,Proliferating,-0.0
KLF6,nonProlif_Proliferating,Proliferating,-0.0
KLRB1,nonProlif_Proliferating,Proliferating,-0.0
KLRC1,nonProlif_Proliferating,Proliferating,-0.0
KLRC2,nonProlif_Proliferating,Proliferating,-0.0
KLRD1,nonProlif_Proliferating,Proliferating,-0.0
KLRF1,nonProlif_Proliferating,Proliferating,-0.0
KLRG1,nonProlif_Proliferating,Proliferating,-0.0
KRT1,nonProlif_Proliferating,Proliferating,-0.0
LAIR2,nonProlif_Proliferating,Proliferating,-0.0
LAPTM5,nonProlif_Proliferating,Proliferating,-0.0
LAT,nonProlif_Proliferating,Proliferating,-0.0
LBH,nonProlif_Proliferating,Proliferating,-0.0
LDHB,nonProlif_Proliferating,Proliferating,-0.0
LEF1,nonProlif_Proliferating,Proliferating,-0.0
LGALS1,nonProlif_Proliferating,Proliferating,-0.0
LGALS9,nonProlif_Proliferating,Proliferating,-0.0
LIMD2,nonProlif_Proliferating,Proliferating,-0.0
LIMS1,nonProlif_Proliferating,Proliferating,-0.0
LINC01550,nonProlif_Proliferating,Proliferating,-0.0
LINC02084,nonProlif_Proliferating,Proliferating,-0.0
LMCD1,nonProlif_Proliferating,Proliferating,-0.0
LMO7,nonProlif_Proliferating,Proliferating,-0.0
LPAR6,nonProlif_Proliferating,Proliferating,-0.0
LRRN3,nonProlif_Proliferating,Proliferating,-0.0
LTB,nonProlif_Proliferating,Proliferating,-0.0
LYAR,nonProlif_Proliferating,Proliferating,-0.0
LYST,nonProlif_Proliferating,Proliferating,-0.0
MAF,nonProlif_Proliferating,Proliferating,-0.0
MAL,nonProlif_Proliferating,Proliferating,-0.0
MALAT1,nonProlif_Proliferating,Proliferating,-0.1106035356220341
MAML2,nonProlif_Proliferating,Proliferating,-0.0
MAP3K1,nonProlif_Proliferating,Proliferating,-0.0
MCM10,nonProlif_Proliferating,Proliferating,-0.0
MCM3,nonProlif_Proliferating,Proliferating,-0.0
MCM4,nonProlif_Proliferating,Proliferating,0.24609607623751104
MCM7,nonProlif_Proliferating,Proliferating,-0.0
MELK,nonProlif_Proliferating,Proliferating,-0.0
MIAT,nonProlif_Proliferating,Proliferating,-0.0
MKI67,nonProlif_Proliferating,Proliferating,0.24914239344087327
MS4A1,nonProlif_Proliferating,Proliferating,-0.0
MSN,nonProlif_Proliferating,Proliferating,-0.0
MT-ATP6,nonProlif_Proliferating,Proliferating,-0.0
MT-CO1,nonProlif_Proliferating,Proliferating,-0.0
MT-CO2,nonProlif_Proliferating,Proliferating,-0.0
MT-CO3,nonProlif_Proliferating,Proliferating,-0.0
MT-CYB,nonProlif_Proliferating,Proliferating,-0.0
MT-ND1,nonProlif_Proliferating,Proliferating,-0.0
MT-ND2,nonProlif_Proliferating,Proliferating,-0.0
MT-ND3,nonProlif_Proliferating,Proliferating,-0.0
MT-ND4,nonProlif_Proliferating,Proliferating,-0.0
MT-ND5,nonProlif_Proliferating,Proliferating,-0.0
MT2A,nonProlif_Proliferating,Proliferating,-0.0
MYBL1,nonProlif_Proliferating,Proliferating,-0.0
MYC,nonProlif_Proliferating,Proliferating,-0.0
MYL12B,nonProlif_Proliferating,Proliferating,-0.0
MYL6B,nonProlif_Proliferating,Proliferating,-0.0
NABP1,nonProlif_Proliferating,Proliferating,-0.0
NACA,nonProlif_Proliferating,Proliferating,-0.0
NAP1L1,nonProlif_Proliferating,Proliferating,-0.0
NASP,nonProlif_Proliferating,Proliferating,-0.0
NCAM1,nonProlif_Proliferating,Proliferating,-0.0
NCR3,nonProlif_Proliferating,Proliferating,-0.0
NEAT1,nonProlif_Proliferating,Proliferating,-0.0
NEFL,nonProlif_Proliferating,Proliferating,-0.0
NEIL3,nonProlif_Proliferating,Proliferating,-0.0
NELL2,nonProlif_Proliferating,Proliferating,-0.0
NIN,nonProlif_Proliferating,Proliferating,-0.0
NKG7,nonProlif_Proliferating,Proliferating,-0.0
NOG,nonProlif_Proliferating,Proliferating,-0.0
NOSIP,nonProlif_Proliferating,Proliferating,-0.0
NPDC1,nonProlif_Proliferating,Proliferating,-0.0
NT5C,nonProlif_Proliferating,Proliferating,-0.0
NT5E,nonProlif_Proliferating,Proliferating,-0.0
NUCB2,nonProlif_Proliferating,Proliferating,-0.0
NUDT1,nonProlif_Proliferating,Proliferating,-0.0
NUSAP1,nonProlif_Proliferating,Proliferating,-0.0
OCIAD2,nonProlif_Proliferating,Proliferating,-0.0
ODF2L,nonProlif_Proliferating,Proliferating,-0.0
OPTN,nonProlif_Proliferating,Proliferating,-0.0
OSM,nonProlif_Proliferating,Proliferating,-0.0
OTULINL,nonProlif_Proliferating,Proliferating,-0.0
OXNAD1,nonProlif_Proliferating,Proliferating,-0.0
PACS1,nonProlif_Proliferating,Proliferating,-0.0
PAG1,nonProlif_Proliferating,Proliferating,-0.0
PAQR4,nonProlif_Proliferating,Proliferating,-0.0
PARP8,nonProlif_Proliferating,Proliferating,-0.0
PASK,nonProlif_Proliferating,Proliferating,-0.0
PBK,nonProlif_Proliferating,Proliferating,-0.0
PCLAF,nonProlif_Proliferating,Proliferating,0.1586392270795821
PCNA,nonProlif_Proliferating,Proliferating,0.21018080882479276
PDCD4,nonProlif_Proliferating,Proliferating,-0.0
PFN1,nonProlif_Proliferating,Proliferating,-0.0
PGM2L1,nonProlif_Proliferating,Proliferating,-0.0
PHACTR2,nonProlif_Proliferating,Proliferating,-0.0
PIK3IP1,nonProlif_Proliferating,Proliferating,-0.0
PKMYT1,nonProlif_Proliferating,Proliferating,-0.0
PLEK,nonProlif_Proliferating,Proliferating,-0.0
PMAIP1,nonProlif_Proliferating,Proliferating,-0.0
PNRC1,nonProlif_Proliferating,Proliferating,-0.0
POLQ,nonProlif_Proliferating,Proliferating,-0.0
PPIA,nonProlif_Proliferating,Proliferating,-0.0
PPP2R5C,nonProlif_Proliferating,Proliferating,-0.0
PRDM1,nonProlif_Proliferating,Proliferating,-0.0
PRF1,nonProlif_Proliferating,Proliferating,-0.0
PRKCA,nonProlif_Proliferating,Proliferating,-0.0
PROK2,nonProlif_Proliferating,Proliferating,-0.0
PTGER2,nonProlif_Proliferating,Proliferating,-0.0
PTMS,nonProlif_Proliferating,Proliferating,-0.0
PTPN13,nonProlif_Proliferating,Proliferating,-0.0
PYHIN1,nonProlif_Proliferating,Proliferating,-0.0
RACK1,nonProlif_Proliferating,Proliferating,-0.0
RBMS1,nonProlif_Proliferating,Proliferating,-0.0
RBMS3,nonProlif_Proliferating,Proliferating,-0.0
RCAN3,nonProlif_Proliferating,Proliferating,-0.0
RGS1,nonProlif_Proliferating,Proliferating,-0.0
RGS10,nonProlif_Proliferating,Proliferating,-0.0
RHOB,nonProlif_Proliferating,Proliferating,-0.0
RNASET2,nonProlif_Proliferating,Proliferating,-0.0
RPL10,nonProlif_Proliferating,Proliferating,-0.0
RPL10A,nonProlif_Proliferating,Proliferating,-0.0
RPL13,nonProlif_Proliferating,Proliferating,-0.0
RPL18,nonProlif_Proliferating,Proliferating,-0.0
RPL18A,nonProlif_Proliferating,Proliferating,-0.0
RPL19,nonProlif_Proliferating,Proliferating,-0.0
RPL21,nonProlif_Proliferating,Proliferating,-0.0
RPL22,nonProlif_Proliferating,Proliferating,-0.0
RPL23,nonProlif_Proliferating,Proliferating,-0.0
RPL3,nonProlif_Proliferating,Proliferating,-0.1152400765915067
RPL30,nonProlif_Proliferating,Proliferating,-0.0
RPL31,nonProlif_Proliferating,Proliferating,-0.0
RPL32,nonProlif_Proliferating,Proliferating,-0.0
RPL34,nonProlif_Proliferating,Proliferating,-0.0
RPL35A,nonProlif_Proliferating,Proliferating,-0.0
RPL36,nonProlif_Proliferating,Proliferating,-0.0
RPL38,nonProlif_Proliferating,Proliferating,-0.16118882597878914
RPL41,nonProlif_Proliferating,Proliferating,-0.0
RPL5,nonProlif_Proliferating,Proliferating,-0.0
RPL9,nonProlif_Proliferating,Proliferating,-0.0
RPLP0,nonProlif_Proliferating,Proliferating,-0.0
RPLP1,nonProlif_Proliferating,Proliferating,-0.0
RPS12,nonProlif_Proliferating,Proliferating,-0.0
RPS13,nonProlif_Proliferating,Proliferating,-0.0
RPS14,nonProlif_Proliferating,Proliferating,-0.0
RPS15A,nonProlif_Proliferating,Proliferating,-0.0
RPS16,nonProlif_Proliferating,Proliferating,-0.0
RPS2,nonProlif_Proliferating,Proliferating,-0.0
RPS20,nonProlif_Proliferating,Proliferating,-0.0
RPS21,nonProlif_Proliferating,Proliferating,-0.0
RPS23,nonProlif_Proliferating,Proliferating,-0.030026897904834152
RPS24,nonProlif_Proliferating,Proliferating,-0.0
RPS25,nonProlif_Proliferating,Proliferating,-0.0
RPS27,nonProlif_Proliferating,Proliferating,-0.054959502889716245
RPS28,nonProlif_Proliferating,Proliferating,-0.0
RPS29,nonProlif_Proliferating,Proliferating,-0.0
RPS3,nonProlif_Proliferating,Proliferating,-0.0
RPS3A,nonProlif_Proliferating,Proliferating,-0.0
RPS5,nonProlif_Proliferating,Proliferating,-0.0
RPS6,nonProlif_Proliferating,Proliferating,-0.0
RTKN2,nonProlif_Proliferating,Proliferating,-0.0
S100A11,nonProlif_Proliferating,Proliferating,-0.0
S100A4,nonProlif_Proliferating,Proliferating,-0.0
S100A6,nonProlif_Proliferating,Proliferating,-0.0
S100B,nonProlif_Proliferating,Proliferating,-0.0
S1PR4,nonProlif_Proliferating,Proliferating,-0.0
S1PR5,nonProlif_Proliferating,Proliferating,-0.0
SAMHD1,nonProlif_Proliferating,Proliferating,-0.0
SARAF,nonProlif_Proliferating,Proliferating,-0.0
SATB1,nonProlif_Proliferating,Proliferating,-0.0
SCML4,nonProlif_Proliferating,Proliferating,-0.0
SELL,nonProlif_Proliferating,Proliferating,-0.0
SERINC5,nonProlif_Proliferating,Proliferating,-0.0
SESN3,nonProlif_Proliferating,Proliferating,-0.0
SH2D1A,nonProlif_Proliferating,Proliferating,-0.0
SH3BGRL3,nonProlif_Proliferating,Proliferating,-0.0
SHMT2,nonProlif_Proliferating,Proliferating,-0.0
SIPA1,nonProlif_Proliferating,Proliferating,-0.0
SLC25A5,nonProlif_Proliferating,Proliferating,-0.0
SLC4A10,nonProlif_Proliferating,Proliferating,-0.0
SLFN5,nonProlif_Proliferating,Proliferating,-0.0
SMC2,nonProlif_Proliferating,Proliferating,0.11303605122051806
SMC4,nonProlif_Proliferating,Proliferating,-0.0
SMS,nonProlif_Proliferating,Proliferating,-0.0
SNRPB,nonProlif_Proliferating,Proliferating,-0.0
SPC25,nonProlif_Proliferating,Proliferating,-0.0
SPON2,nonProlif_Proliferating,Proliferating,-0.0
SPRY1,nonProlif_Proliferating,Proliferating,-0.0
SPRY2,nonProlif_Proliferating,Proliferating,-0.0
SRGN,nonProlif_Proliferating,Proliferating,-0.0
SRSF7,nonProlif_Proliferating,Proliferating,-0.0
ST8SIA1,nonProlif_Proliferating,Proliferating,-0.0
STAM,nonProlif_Proliferating,Proliferating,-0.0
STK17A,nonProlif_Proliferating,Proliferating,-0.0
STMN1,nonProlif_Proliferating,Proliferating,0.6950562268218161
STT3B,nonProlif_Proliferating,Proliferating,-0.0
SYTL2,nonProlif_Proliferating,Proliferating,-0.0
TCF7,nonProlif_Proliferating,Proliferating,-0.0
TENT5C,nonProlif_Proliferating,Proliferating,-0.0
TESPA1,nonProlif_Proliferating,Proliferating,-0.0
TGFB1,nonProlif_Proliferating,Proliferating,-0.0
TGFBR3,nonProlif_Proliferating,Proliferating,-0.0
TIAM1,nonProlif_Proliferating,Proliferating,-0.0
TIGIT,nonProlif_Proliferating,Proliferating,-0.0
TIMP1,nonProlif_Proliferating,Proliferating,-0.0
TK1,nonProlif_Proliferating,Proliferating,-0.0
TMIGD2,nonProlif_Proliferating,Proliferating,-0.0
TMPO,nonProlif_Proliferating,Proliferating,-0.0
TMSB10,nonProlif_Proliferating,Proliferating,-0.0
TMSB4X,nonProlif_Proliferating,Proliferating,-0.0
TNFRSF18,nonProlif_Proliferating,Proliferating,-0.0
TNFRSF1B,nonProlif_Proliferating,Proliferating,-0.0
TNFRSF4,nonProlif_Proliferating,Proliferating,-0.0
TNFSF13B,nonProlif_Proliferating,Proliferating,-0.0
TOB1,nonProlif_Proliferating,Proliferating,-0.0
TOP2A,nonProlif_Proliferating,Proliferating,0.14000573447482387
TPI1,nonProlif_Proliferating,Proliferating,-0.0
TPT1,nonProlif_Proliferating,Proliferating,-0.0
TRABD2A,nonProlif_Proliferating,Proliferating,-0.0
TRAT1,nonProlif_Proliferating,Proliferating,-0.0
TRDC,nonProlif_Proliferating,Proliferating,-0.0
TRDV2,nonProlif_Proliferating,Proliferating,-0.0
TRGC1,nonProlif_Proliferating,Proliferating,-0.0
TRGC2,nonProlif_Proliferating,Proliferating,-0.0
TRGV9,nonProlif_Proliferating,Proliferating,-0.0
TRIB2,nonProlif_Proliferating,Proliferating,-0.0
TSHZ2,nonProlif_Proliferating,Proliferating,-0.0
TSPAN18,nonProlif_Proliferating,Proliferating,-0.0
TSPAN2,nonProlif_Proliferating,Proliferating,-0.0
TTC39C,nonProlif_Proliferating,Proliferating,-0.0
TTC39C-AS1,nonProlif_Proliferating,Proliferating,-0.0
TUBA1B,nonProlif_Proliferating,Proliferating,-0.0
TUBB,nonProlif_Proliferating,Proliferating,-0.0
TYMS,nonProlif_Proliferating,Proliferating,0.17510021001793405
TYROBP,nonProlif_Proliferating,Proliferating,-0.0
UBE2C,nonProlif_Proliferating,Proliferating,-0.0
UCP2,nonProlif_Proliferating,Proliferating,-0.0
UHRF1,nonProlif_Proliferating,Proliferating,-0.0
UQCRH,nonProlif_Proliferating,Proliferating,-0.0
USP10,nonProlif_Proliferating,Proliferating,-0.0
USP46,nonProlif_Proliferating,Proliferating,-0.0
VIM,nonProlif_Proliferating,Proliferating,-0.0
XBP1,nonProlif_Proliferating,Proliferating,-0.0
XCL1,nonProlif_Proliferating,Proliferating,-0.0
XCL2,nonProlif_Proliferating,Proliferating,-0.0
ZEB2,nonProlif_Proliferating,Proliferating,-0.0
