gene_name,task,celltype,coeff
SH2D1A,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,-0.040759463053114245
SH3BGRL3,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,-0.08055111921020244
SHMT2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SIPA1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SLC25A5,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SLC4A10,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SLFN5,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SMC2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SMC4,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SMS,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SNRPB,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SPC25,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SPON2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,-0.08028691467211892
SPRY1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SPRY2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SRGN,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SRSF7,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
ST8SIA1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
STAM,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
STK17A,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
STMN1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
STT3B,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
SYTL2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.06159927036840551
TCF7,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TENT5C,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TESPA1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TGFB1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TGFBR3,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TIAM1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TIGIT,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TIMP1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TK1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TMIGD2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TMPO,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.008246221512302757
TMSB10,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TMSB4X,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.12377369062956167
TNFRSF18,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TNFRSF1B,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TNFRSF4,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TNFSF13B,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TOB1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TOP2A,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TPI1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TPT1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TRABD2A,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TRAT1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TRDC,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.14397457434092095
TRDV2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TRGC1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.009612636522671775
TRGC2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.31477670194058177
TRGV9,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TRIB2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TSHZ2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TSPAN18,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TSPAN2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0034796081706740217
TTC39C,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TTC39C-AS1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TUBA1B,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TUBB,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TYMS,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
TYROBP,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.23036148512945964
UBE2C,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
UCP2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
UHRF1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
UQCRH,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
USP10,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
USP46,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
VIM,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
XBP1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
XCL1,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
XCL2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
ZEB2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
ZFP36L2,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.05401395426367584
ZNF683,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.12378452371177277
ZNF831,CD8TEM2_CD8TEM4_CD8TEM5,CD8TEM5,0.0
A2M-AS1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ABCB1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ABHD17A,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AC004585.1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AC007240.1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AC133644.2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AC243960.1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ACTG1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ACTN1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ADGRE5,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ADGRG1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AHNAK,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AIF1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AK5,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AKAP17A,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AKR1C3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ALOX5AP,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ANK1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ANP32B,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ANP32E,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ANXA1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ANXA2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AP002884.1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AP3M2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
APBA2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
APMAP,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AQP3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ARAP2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ARID5B,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ARL4C,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ARMH1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ARPC1B,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ARPC5L,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ATAD2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ATP5MF,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ATXN1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.039512468805583775
AURKB,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
AUTS2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
B2M,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
BCL11B,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
BEX4,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
BHLHE40,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
BIRC3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
BTG1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
C12orf57,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
C12orf75,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
C1orf162,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
C9orf16,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CALM1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CAPG,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CAPZB,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CASK,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CCL3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CCL4,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CCL4L2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CCL5,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CCNB2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CCR4,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CCR6,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CCR7,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CCR9,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD160,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD226,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD247,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD27,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD300A,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD38,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD3E,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD40LG,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD44,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD52,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD69,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD7,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD74,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD81,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD84,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD8A,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CD8B,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.041793525610508565
CD96,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CDC20,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CDC42SE2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CDC45,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CDC6,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CDCA2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CDCA5,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CDT1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CEBPD,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CENPA,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CENPM,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CEP55,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CFAP36,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CFH,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CFL1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CHI3L2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CHST2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CKAP2L,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CKS1B,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CLDND1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CLEC11A,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CLEC2B,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CLIC1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CLIC3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CLSPN,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CMC1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.13206386318552274
CMTM6,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
COTL1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.02395110675119939
COX4I1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CR1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CRTAM,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CST7,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CTLA4,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CTSA,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CTSC,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CTSD,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CTSH,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CTSW,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CX3CR1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CXCR4,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
CXXC5,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DAB2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DDX24,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DDX5,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DEK,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DEPDC1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DGKZ,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DIAPH3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DLGAP5,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DNAJB1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.05246585447390955
DNAJC9,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DPP4,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DSTN,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DTHD1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DTL,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DUSP1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DUSP2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DUSP4,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
DUT,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
E2F1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
E2F3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.04879620650094002
E2F8,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
EEF1A1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
EFHD2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
EIF3E,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ELF1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ELK3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ELOVL5,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
EOMES,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.004043942637596501
EPHA4,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
EPHX2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
EPSTI1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ERN1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
EVI2B,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
EXO1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
F2R,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
F5,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FAM111B,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FANK1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FBXL16,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FCER1G,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FCGR3A,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FCMR,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FCRL3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FCRL6,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FGFBP2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FHIT,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FKBP11,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FKBP1A,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FOS,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FOSL2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FOXP1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FOXP3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FRY,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FTL,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FXYD5,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FYB1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
FYN,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.07647064167281376
GADD45A,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GAPDH,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GATA3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GBP2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GBP5,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GCSAM,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GMFG,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GNAQ,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GNLY,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,-1.1099291420652901
GPKOW,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GPR183,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GPR65,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GSTK1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GYPC,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GZMA,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GZMB,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GZMH,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
GZMK,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.40103412589396037
GZMM,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
HAGHL,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0004177457426018842
HCST,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
HELLS,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
HJURP,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
HLA-A,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
HLA-C,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
HLA-DMA,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
HLA-DPA1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.017944060300768193
HLA-DPB1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
HLA-DQA1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
HMGB2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.04169799767898049
HMGN2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
HOPX,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ICA1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ID2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ID3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
IER2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
IFITM2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,-0.05446951874078621
IFNG,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
IFNG-AS1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
IFNGR1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
IGFBP7,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
IKZF2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
IKZF3,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.00027083852698798144
IL10RA,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
IL18R1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
IL2RA,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
IL2RB,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
IL32,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
IL7R,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
INPP4B,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ISG20,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ITGA1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ITGB1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ITGB2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ITM2A,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ITM2B,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
ITM2C,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
JUNB,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KDSR,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KIF14,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KIF15,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KIF23,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KIF4A,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KIF5C,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KLF2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KLF6,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KLRB1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KLRC1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KLRC2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,-0.08263096558661404
KLRD1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,-0.28652088582205937
KLRF1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KLRG1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
KRT1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
LAIR2,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
LAPTM5,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
LAT,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
LBH,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
LDHB,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
LEF1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
LGALS1,CD8TEM1_CD8TEM3_CD8TEM6,CD8TEM1,0.0
